Case ID;Activity;Resource;Start;Complete;Variant;Variant index
travel permit 21549;Start trip;EMPLOYEE;23-04-2018 19:00:00;23-04-2018 19:00:00;Variant 3;3
travel permit 21549;End trip;EMPLOYEE;24-04-2018 19:00:00;24-04-2018 19:00:00;Variant 3;3
travel permit 21549;Send Reminder;UNDEFINED;01-06-2018 0:00:30;01-06-2018 0:00:30;Variant 3;3
travel permit 21549;Send Reminder;UNDEFINED;01-08-2018 0:00:51;01-08-2018 0:00:51;Variant 3;3
travel permit 44257;Start trip;EMPLOYEE;04-04-2018 19:00:00;04-04-2018 19:00:00;Variant 8;8
travel permit 44257;End trip;EMPLOYEE;05-04-2018 19:00:00;05-04-2018 19:00:00;Variant 8;8
travel permit 44257;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;16-04-2018 11:21:06;16-04-2018 11:21:06;Variant 8;8
travel permit 44257;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;16-04-2018 11:21:19;16-04-2018 11:21:19;Variant 8;8
travel permit 44257;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;17-04-2018 3:31:35;17-04-2018 3:31:35;Variant 8;8
travel permit 44257;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;18-04-2018 9:53:25;18-04-2018 9:53:25;Variant 8;8
travel permit 44257;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;18-04-2018 9:53:27;18-04-2018 9:53:27;Variant 8;8
travel permit 44257;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;23-04-2018 8:32:07;23-04-2018 8:32:07;Variant 8;8
travel permit 44257;Request Payment;UNDEFINED;23-04-2018 8:42:49;23-04-2018 8:42:49;Variant 8;8
travel permit 44257;Payment Handled;UNDEFINED;26-04-2018 12:30:55;26-04-2018 12:30:55;Variant 8;8
travel permit 49026;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;04-04-2018 20:26:42;04-04-2018 20:26:42;Variant 1;1
travel permit 49026;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;04-04-2018 20:26:49;04-04-2018 20:26:49;Variant 1;1
travel permit 49026;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;05-04-2018 4:45:24;05-04-2018 4:45:24;Variant 1;1
travel permit 49026;Start trip;EMPLOYEE;28-05-2018 18:00:00;28-05-2018 18:00:00;Variant 1;1
travel permit 49026;End trip;EMPLOYEE;31-05-2018 18:00:00;31-05-2018 18:00:00;Variant 1;1
travel permit 49026;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;27-07-2018 17:20:42;27-07-2018 17:20:42;Variant 1;1
travel permit 49026;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;27-07-2018 17:21:14;27-07-2018 17:21:14;Variant 1;1
travel permit 49026;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;30-07-2018 5:58:44;30-07-2018 5:58:44;Variant 1;1
travel permit 49026;Request Payment;UNDEFINED;31-07-2018 7:22:19;31-07-2018 7:22:19;Variant 1;1
travel permit 49026;Payment Handled;UNDEFINED;02-08-2018 11:31:27;02-08-2018 11:31:27;Variant 1;1
travel permit 53747;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;04-04-2018 23:10:15;04-04-2018 23:10:15;Variant 2;2
travel permit 53747;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;04-04-2018 23:10:21;04-04-2018 23:10:21;Variant 2;2
travel permit 53747;Permit APPROVED by BUDGET OWNER;BUDGET OWNER;05-04-2018 4:44:45;05-04-2018 4:44:45;Variant 2;2
travel permit 53747;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;05-04-2018 11:42:52;05-04-2018 11:42:52;Variant 2;2
travel permit 53747;Start trip;EMPLOYEE;18-04-2018 19:00:00;18-04-2018 19:00:00;Variant 2;2
travel permit 53747;End trip;EMPLOYEE;20-04-2018 19:00:00;20-04-2018 19:00:00;Variant 2;2
travel permit 53747;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;23-04-2018 6:21:00;23-04-2018 6:21:00;Variant 2;2
travel permit 53747;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;23-04-2018 7:00:15;23-04-2018 7:00:15;Variant 2;2
travel permit 53747;Declaration APPROVED by BUDGET OWNER;BUDGET OWNER;23-04-2018 7:33:16;23-04-2018 7:33:16;Variant 2;2
travel permit 53747;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;24-04-2018 5:26:05;24-04-2018 5:26:05;Variant 2;2
travel permit 53747;Request Payment;UNDEFINED;24-04-2018 5:26:06;24-04-2018 5:26:06;Variant 2;2
travel permit 53747;Payment Handled;UNDEFINED;26-04-2018 12:30:55;26-04-2018 12:30:55;Variant 2;2
travel permit 49036;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-04-2018 5:29:50;05-04-2018 5:29:50;Variant 1;1
travel permit 49036;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-04-2018 5:29:54;05-04-2018 5:29:54;Variant 1;1
travel permit 49036;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;12-04-2018 4:57:14;12-04-2018 4:57:14;Variant 1;1
travel permit 49036;Start trip;EMPLOYEE;01-06-2018 18:00:00;01-06-2018 18:00:00;Variant 1;1
travel permit 49036;End trip;EMPLOYEE;09-06-2018 18:00:00;09-06-2018 18:00:00;Variant 1;1
travel permit 49036;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;13-06-2018 12:25:56;13-06-2018 12:25:56;Variant 1;1
travel permit 49036;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;13-06-2018 12:26:01;13-06-2018 12:26:01;Variant 1;1
travel permit 49036;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;19-06-2018 6:24:15;19-06-2018 6:24:15;Variant 1;1
travel permit 49036;Request Payment;UNDEFINED;21-06-2018 2:37:20;21-06-2018 2:37:20;Variant 1;1
travel permit 49036;Payment Handled;UNDEFINED;25-06-2018 11:31:28;25-06-2018 11:31:28;Variant 1;1
travel permit 43028;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-04-2018 5:48:53;05-04-2018 5:48:53;Variant 1;1
travel permit 43028;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-04-2018 5:49:12;05-04-2018 5:49:12;Variant 1;1
travel permit 43028;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;09-04-2018 6:37:31;09-04-2018 6:37:31;Variant 1;1
travel permit 43028;Start trip;EMPLOYEE;12-05-2018 19:00:00;12-05-2018 19:00:00;Variant 1;1
travel permit 43028;End trip;EMPLOYEE;18-05-2018 18:00:00;18-05-2018 18:00:00;Variant 1;1
travel permit 43028;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;19-05-2018 9:55:32;19-05-2018 9:55:32;Variant 1;1
travel permit 43028;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;19-05-2018 10:06:22;19-05-2018 10:06:22;Variant 1;1
travel permit 43028;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;23-05-2018 2:57:02;23-05-2018 2:57:02;Variant 1;1
travel permit 43028;Request Payment;UNDEFINED;23-05-2018 16:15:14;23-05-2018 16:15:14;Variant 1;1
travel permit 43028;Payment Handled;UNDEFINED;28-05-2018 11:30:59;28-05-2018 11:30:59;Variant 1;1
travel permit 24604;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-04-2018 5:52:45;05-04-2018 5:52:45;Variant 3;3
travel permit 24604;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-04-2018 5:52:48;05-04-2018 5:52:48;Variant 3;3
travel permit 24604;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;06-04-2018 3:27:00;06-04-2018 3:27:00;Variant 3;3
travel permit 24604;Start trip;EMPLOYEE;14-05-2018 18:00:00;14-05-2018 18:00:00;Variant 3;3
travel permit 24604;End trip;EMPLOYEE;16-05-2018 18:00:00;16-05-2018 18:00:00;Variant 3;3
travel permit 24604;Send Reminder;UNDEFINED;01-07-2018 0:00:43;01-07-2018 0:00:43;Variant 3;3
travel permit 24604;Send Reminder;UNDEFINED;01-09-2018 1:00:55;01-09-2018 1:00:55;Variant 3;3
travel permit 46142;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-04-2018 5:56:15;05-04-2018 5:56:15;Variant 1;1
travel permit 46142;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-04-2018 5:56:17;05-04-2018 5:56:17;Variant 1;1
travel permit 46142;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;09-04-2018 6:17:17;09-04-2018 6:17:17;Variant 1;1
travel permit 46142;Start trip;EMPLOYEE;09-06-2018 18:00:00;09-06-2018 18:00:00;Variant 1;1
travel permit 46142;End trip;EMPLOYEE;15-06-2018 18:00:00;15-06-2018 18:00:00;Variant 1;1
travel permit 46142;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;20-06-2018 1:02:25;20-06-2018 1:02:25;Variant 1;1
travel permit 46142;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;20-06-2018 1:44:27;20-06-2018 1:44:27;Variant 1;1
travel permit 46142;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;20-06-2018 2:13:11;20-06-2018 2:13:11;Variant 1;1
travel permit 46142;Request Payment;UNDEFINED;21-06-2018 2:24:00;21-06-2018 2:24:00;Variant 1;1
travel permit 46142;Payment Handled;UNDEFINED;25-06-2018 11:31:28;25-06-2018 11:31:28;Variant 1;1
travel permit 13862;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-04-2018 6:04:16;05-04-2018 6:04:16;Variant 3;3
travel permit 13862;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-04-2018 6:04:18;05-04-2018 6:04:18;Variant 3;3
travel permit 13862;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;06-04-2018 3:26:39;06-04-2018 3:26:39;Variant 3;3
travel permit 13862;Start trip;EMPLOYEE;22-05-2018 18:00:00;22-05-2018 18:00:00;Variant 3;3
travel permit 13862;End trip;EMPLOYEE;24-05-2018 18:00:00;24-05-2018 18:00:00;Variant 3;3
travel permit 13862;Send Reminder;UNDEFINED;01-07-2018 0:00:44;01-07-2018 0:00:44;Variant 3;3
travel permit 13862;Send Reminder;UNDEFINED;01-09-2018 1:00:43;01-09-2018 1:00:43;Variant 3;3
travel permit 43049;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-04-2018 7:51:58;05-04-2018 7:51:58;Variant 1;1
travel permit 43049;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-04-2018 7:52:00;05-04-2018 7:52:00;Variant 1;1
travel permit 43049;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;12-04-2018 4:27:38;12-04-2018 4:27:38;Variant 1;1
travel permit 43049;Start trip;EMPLOYEE;04-09-2018 19:00:00;04-09-2018 19:00:00;Variant 1;1
travel permit 43049;End trip;EMPLOYEE;05-09-2018 19:00:00;05-09-2018 19:00:00;Variant 1;1
travel permit 43049;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;10-09-2018 5:08:17;10-09-2018 5:08:17;Variant 1;1
travel permit 43049;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;10-09-2018 5:11:27;10-09-2018 5:11:27;Variant 1;1
travel permit 43049;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;19-09-2018 2:54:24;19-09-2018 2:54:24;Variant 1;1
travel permit 43049;Request Payment;UNDEFINED;19-09-2018 14:55:08;19-09-2018 14:55:08;Variant 1;1
travel permit 43049;Payment Handled;UNDEFINED;24-09-2018 12:31:07;24-09-2018 12:31:07;Variant 1;1
travel permit 13867;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-04-2018 8:50:23;05-04-2018 8:50:23;Variant 2;2
travel permit 13867;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-04-2018 8:51:05;05-04-2018 8:51:05;Variant 2;2
travel permit 13867;Permit APPROVED by BUDGET OWNER;BUDGET OWNER;17-04-2018 8:58:05;17-04-2018 8:58:05;Variant 2;2
travel permit 13867;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;24-04-2018 0:15:23;24-04-2018 0:15:23;Variant 2;2
travel permit 13867;Start trip;EMPLOYEE;27-04-2018 19:00:00;27-04-2018 19:00:00;Variant 2;2
travel permit 13867;End trip;EMPLOYEE;06-05-2018 19:00:00;06-05-2018 19:00:00;Variant 2;2
travel permit 13867;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;08-05-2018 6:11:27;08-05-2018 6:11:27;Variant 2;2
travel permit 13867;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;08-05-2018 8:24:25;08-05-2018 8:24:25;Variant 2;2
travel permit 13867;Declaration APPROVED by BUDGET OWNER;BUDGET OWNER;15-05-2018 7:38:50;15-05-2018 7:38:50;Variant 2;2
travel permit 13867;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;21-05-2018 23:15:26;21-05-2018 23:15:26;Variant 2;2
travel permit 13867;Request Payment;UNDEFINED;28-05-2018 5:48:32;28-05-2018 5:48:32;Variant 2;2
travel permit 13867;Payment Handled;UNDEFINED;31-05-2018 11:31:13;31-05-2018 11:31:13;Variant 2;2
travel permit 55411;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-04-2018 9:36:04;05-04-2018 9:36:04;Variant 5;5
travel permit 55411;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-04-2018 9:36:11;05-04-2018 9:36:11;Variant 5;5
travel permit 55411;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;06-04-2018 3:25:20;06-04-2018 3:25:20;Variant 5;5
travel permit 55411;Start trip;EMPLOYEE;08-09-2018 19:00:00;08-09-2018 19:00:00;Variant 5;5
travel permit 55411;End trip;EMPLOYEE;13-09-2018 19:00:00;13-09-2018 19:00:00;Variant 5;5
travel permit 55411;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;20-09-2018 8:52:10;20-09-2018 8:52:10;Variant 5;5
travel permit 55411;Declaration REJECTED by ADMINISTRATION;ADMINISTRATION;20-09-2018 8:52:27;20-09-2018 8:52:27;Variant 5;5
travel permit 55411;Declaration REJECTED by EMPLOYEE;EMPLOYEE;21-09-2018 7:40:23;21-09-2018 7:40:23;Variant 5;5
travel permit 55411;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;21-09-2018 8:21:50;21-09-2018 8:21:50;Variant 5;5
travel permit 55411;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;21-09-2018 10:21:16;21-09-2018 10:21:16;Variant 5;5
travel permit 55411;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;21-09-2018 10:40:40;21-09-2018 10:40:40;Variant 5;5
travel permit 55411;Request Payment;UNDEFINED;25-09-2018 5:17:11;25-09-2018 5:17:11;Variant 5;5
travel permit 55411;Payment Handled;UNDEFINED;27-09-2018 12:31:24;27-09-2018 12:31:24;Variant 5;5
travel permit 46152;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-04-2018 10:05:40;05-04-2018 10:05:40;Variant 10;10
travel permit 46152;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-04-2018 10:05:43;05-04-2018 10:05:43;Variant 10;10
travel permit 46152;Permit APPROVED by BUDGET OWNER;BUDGET OWNER;06-04-2018 6:38:01;06-04-2018 6:38:01;Variant 10;10
travel permit 46152;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;10-04-2018 2:36:51;10-04-2018 2:36:51;Variant 10;10
travel permit 46152;Start trip;EMPLOYEE;31-05-2018 18:00:00;31-05-2018 18:00:00;Variant 10;10
travel permit 46152;End trip;EMPLOYEE;30-08-2018 19:00:00;30-08-2018 19:00:00;Variant 10;10
travel permit 46152;Send Reminder;UNDEFINED;01-10-2018 1:00:27;01-10-2018 1:00:27;Variant 10;10
travel permit 46152;Send Reminder;UNDEFINED;01-12-2018 2:00:50;01-12-2018 2:00:50;Variant 10;10
travel permit 28452;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-04-2018 10:20:46;05-04-2018 10:20:46;Variant 1;1
travel permit 28452;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-04-2018 10:22:18;05-04-2018 10:22:18;Variant 1;1
travel permit 28452;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;12-04-2018 4:58:03;12-04-2018 4:58:03;Variant 1;1
travel permit 28452;Start trip;EMPLOYEE;20-05-2018 18:00:00;20-05-2018 18:00:00;Variant 1;1
travel permit 28452;End trip;EMPLOYEE;23-05-2018 18:00:00;23-05-2018 18:00:00;Variant 1;1
travel permit 28452;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;28-05-2018 12:16:08;28-05-2018 12:16:08;Variant 1;1
travel permit 28452;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;29-05-2018 8:34:52;29-05-2018 8:34:52;Variant 1;1
travel permit 28452;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;29-05-2018 9:50:45;29-05-2018 9:50:45;Variant 1;1
travel permit 28452;Request Payment;UNDEFINED;06-06-2018 5:44:05;06-06-2018 5:44:05;Variant 1;1
travel permit 28452;Payment Handled;UNDEFINED;02-07-2018 11:31:20;02-07-2018 11:31:20;Variant 1;1
travel permit 46581;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-04-2018 11:01:52;05-04-2018 11:01:52;Variant 10;10
travel permit 46581;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-04-2018 11:02:10;05-04-2018 11:02:10;Variant 10;10
travel permit 46581;Permit APPROVED by BUDGET OWNER;BUDGET OWNER;09-04-2018 9:49:41;09-04-2018 9:49:41;Variant 10;10
travel permit 46581;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;09-04-2018 15:51:55;09-04-2018 15:51:55;Variant 10;10
travel permit 46581;Start trip;EMPLOYEE;17-04-2018 19:00:00;17-04-2018 19:00:00;Variant 10;10
travel permit 46581;End trip;EMPLOYEE;17-04-2018 19:00:00;17-04-2018 19:00:00;Variant 10;10
travel permit 46581;Send Reminder;UNDEFINED;01-06-2018 0:00:31;01-06-2018 0:00:31;Variant 10;10
travel permit 46581;Send Reminder;UNDEFINED;01-08-2018 0:00:47;01-08-2018 0:00:47;Variant 10;10
travel permit 40802;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-04-2018 13:46:34;05-04-2018 13:46:34;Variant 1;1
travel permit 40802;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-04-2018 13:46:36;05-04-2018 13:46:36;Variant 1;1
travel permit 40802;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;09-04-2018 10:17:30;09-04-2018 10:17:30;Variant 1;1
travel permit 40802;Start trip;EMPLOYEE;16-04-2018 19:00:00;16-04-2018 19:00:00;Variant 1;1
travel permit 40802;End trip;EMPLOYEE;18-04-2018 19:00:00;18-04-2018 19:00:00;Variant 1;1
travel permit 40802;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;19-04-2018 13:21:20;19-04-2018 13:21:20;Variant 1;1
travel permit 40802;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;19-04-2018 13:21:35;19-04-2018 13:21:35;Variant 1;1
travel permit 40802;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;25-04-2018 6:20:09;25-04-2018 6:20:09;Variant 1;1
travel permit 40802;Request Payment;UNDEFINED;26-04-2018 2:17:15;26-04-2018 2:17:15;Variant 1;1
travel permit 40802;Payment Handled;UNDEFINED;30-04-2018 12:31:11;30-04-2018 12:31:11;Variant 1;1
travel permit 13879;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-04-2018 15:48:59;05-04-2018 15:48:59;Variant 7;7
travel permit 13879;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-04-2018 15:49:04;05-04-2018 15:49:04;Variant 7;7
travel permit 13879;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;06-04-2018 6:39:15;06-04-2018 6:39:15;Variant 7;7
travel permit 13879;Request For Payment SUBMITTED by EMPLOYEE;EMPLOYEE;28-05-2018 13:59:47;28-05-2018 13:59:47;Variant 7;7
travel permit 13879;Request For Payment APPROVED by ADMINISTRATION;ADMINISTRATION;28-05-2018 14:00:41;28-05-2018 14:00:41;Variant 7;7
travel permit 13879;Request For Payment FINAL_APPROVED by SUPERVISOR;SUPERVISOR;29-05-2018 5:20:09;29-05-2018 5:20:09;Variant 7;7
travel permit 13879;Request Payment;UNDEFINED;01-06-2018 14:21:53;01-06-2018 14:21:53;Variant 7;7
travel permit 13879;Payment Handled;UNDEFINED;07-06-2018 11:31:38;07-06-2018 11:31:38;Variant 7;7
travel permit 13879;Start trip;EMPLOYEE;14-07-2018 18:00:00;14-07-2018 18:00:00;Variant 7;7
travel permit 13879;End trip;EMPLOYEE;20-07-2018 18:00:00;20-07-2018 18:00:00;Variant 7;7
travel permit 13879;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;23-07-2018 4:35:10;23-07-2018 4:35:10;Variant 7;7
travel permit 13879;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;23-07-2018 5:07:01;23-07-2018 5:07:01;Variant 7;7
travel permit 13879;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;23-07-2018 8:51:33;23-07-2018 8:51:33;Variant 7;7
travel permit 13879;Request Payment;UNDEFINED;12-08-2018 4:04:15;12-08-2018 4:04:15;Variant 7;7
travel permit 13879;Payment Handled;UNDEFINED;16-08-2018 12:31:23;16-08-2018 12:31:23;Variant 7;7
travel permit 53779;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;05-04-2018 15:54:40;05-04-2018 15:54:40;Variant 1;1
travel permit 53779;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;05-04-2018 15:54:42;05-04-2018 15:54:42;Variant 1;1
travel permit 53779;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;06-04-2018 6:39:25;06-04-2018 6:39:25;Variant 1;1
travel permit 53779;Start trip;EMPLOYEE;14-04-2018 19:00:00;14-04-2018 19:00:00;Variant 1;1
travel permit 53779;End trip;EMPLOYEE;20-04-2018 19:00:00;20-04-2018 19:00:00;Variant 1;1
travel permit 53779;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;24-04-2018 17:15:54;24-04-2018 17:15:54;Variant 1;1
travel permit 53779;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;24-04-2018 17:34:37;24-04-2018 17:34:37;Variant 1;1
travel permit 53779;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;26-04-2018 8:10:04;26-04-2018 8:10:04;Variant 1;1
travel permit 53779;Request Payment;UNDEFINED;14-06-2018 3:02:26;14-06-2018 3:02:26;Variant 1;1
travel permit 53779;Payment Handled;UNDEFINED;18-06-2018 11:31:20;18-06-2018 11:31:20;Variant 1;1
travel permit 44375;Start trip;EMPLOYEE;05-04-2018 19:00:00;05-04-2018 19:00:00;Variant 8;8
travel permit 44375;End trip;EMPLOYEE;12-04-2018 19:00:00;12-04-2018 19:00:00;Variant 8;8
travel permit 44375;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;20-04-2018 6:53:56;20-04-2018 6:53:56;Variant 8;8
travel permit 44375;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;20-04-2018 6:54:03;20-04-2018 6:54:03;Variant 8;8
travel permit 44375;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;23-04-2018 5:23:06;23-04-2018 5:23:06;Variant 8;8
travel permit 44375;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;01-05-2018 8:53:09;01-05-2018 8:53:09;Variant 8;8
travel permit 44375;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;01-05-2018 11:05:28;01-05-2018 11:05:28;Variant 8;8
travel permit 44375;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;02-05-2018 3:24:17;02-05-2018 3:24:17;Variant 8;8
travel permit 44375;Request Payment;UNDEFINED;08-05-2018 7:30:33;08-05-2018 7:30:33;Variant 8;8
travel permit 44375;Payment Handled;UNDEFINED;14-05-2018 11:31:22;14-05-2018 11:31:22;Variant 8;8
travel permit 43059;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;06-04-2018 3:05:22;06-04-2018 3:05:22;Variant 1;1
travel permit 43059;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;06-04-2018 3:05:26;06-04-2018 3:05:26;Variant 1;1
travel permit 43059;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;06-04-2018 3:26:51;06-04-2018 3:26:51;Variant 1;1
travel permit 43059;Start trip;EMPLOYEE;24-04-2018 19:00:00;24-04-2018 19:00:00;Variant 1;1
travel permit 43059;End trip;EMPLOYEE;25-04-2018 19:00:00;25-04-2018 19:00:00;Variant 1;1
travel permit 43059;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;08-05-2018 3:13:20;08-05-2018 3:13:20;Variant 1;1
travel permit 43059;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;08-05-2018 3:16:07;08-05-2018 3:16:07;Variant 1;1
travel permit 43059;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;08-05-2018 5:27:01;08-05-2018 5:27:01;Variant 1;1
travel permit 43059;Request Payment;UNDEFINED;15-05-2018 9:00:34;15-05-2018 9:00:34;Variant 1;1
travel permit 43059;Payment Handled;UNDEFINED;17-05-2018 11:31:34;17-05-2018 11:31:34;Variant 1;1
travel permit 41250;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;06-04-2018 4:22:29;06-04-2018 4:22:29;Variant 1;1
travel permit 41250;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;06-04-2018 4:22:42;06-04-2018 4:22:42;Variant 1;1
travel permit 41250;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;09-04-2018 9:56:39;09-04-2018 9:56:39;Variant 1;1
travel permit 41250;Start trip;EMPLOYEE;17-04-2018 19:00:00;17-04-2018 19:00:00;Variant 1;1
travel permit 41250;End trip;EMPLOYEE;19-04-2018 19:00:00;19-04-2018 19:00:00;Variant 1;1
travel permit 41250;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;23-04-2018 7:58:42;23-04-2018 7:58:42;Variant 1;1
travel permit 41250;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;23-04-2018 8:10:02;23-04-2018 8:10:02;Variant 1;1
travel permit 41250;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;25-04-2018 7:08:10;25-04-2018 7:08:10;Variant 1;1
travel permit 41250;Request Payment;UNDEFINED;15-05-2018 4:21:36;15-05-2018 4:21:36;Variant 1;1
travel permit 41250;Payment Handled;UNDEFINED;17-05-2018 11:31:34;17-05-2018 11:31:34;Variant 1;1
travel permit 21555;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;06-04-2018 6:32:13;06-04-2018 6:32:13;Variant 2;2
travel permit 21555;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;06-04-2018 6:32:17;06-04-2018 6:32:17;Variant 2;2
travel permit 21555;Permit APPROVED by BUDGET OWNER;BUDGET OWNER;09-04-2018 4:50:43;09-04-2018 4:50:43;Variant 2;2
travel permit 21555;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;11-04-2018 17:12:03;11-04-2018 17:12:03;Variant 2;2
travel permit 21555;Start trip;EMPLOYEE;19-04-2018 19:00:00;19-04-2018 19:00:00;Variant 2;2
travel permit 21555;End trip;EMPLOYEE;24-04-2018 19:00:00;24-04-2018 19:00:00;Variant 2;2
